id,Predict
1523,29
1524,34
1525,19
1526,27
1527,20
1528,37
1529,47
1530,32
1531,13
1532,30
1533,31
1534,12
1535,23
1536,21
1537,40
1538,50
1539,65
1540,29
1541,22
1542,31
1543,27
1544,11
1545,34
1546,26
1547,30
1548,12
1549,21
1550,20
1551,21
1552,19
1553,34
1554,20
1555,20
1556,53
1557,13
1558,12
1559,34
1560,35
1561,38
1562,14
1563,30
1564,12
1565,12
1566,18
1567,13
1568,26
1569,12
1570,41
1571,12
1572,35
1573,21
1574,18
1575,28
1576,14
1577,14
1578,22
1579,12
1580,12
1581,37
1582,14
1583,32
1584,13
1585,10
1586,19
1587,12
1588,27
1589,31
1590,46
1591,50
1592,38
1593,35
1594,27
1595,11
1596,35
1597,15
1598,33
1599,31
1600,20
1601,12
1602,39
1603,27
1604,42
1605,20
1606,22
1607,12
1608,23
1609,41
1610,66
1611,15
1612,36
1613,13
1614,42
1615,22
1616,20
1617,27
1618,26
1619,13
1620,19
1621,20
1622,28
1623,20
1624,36
1625,52
1626,30
1627,11
1628,20
1629,26
1630,12
1631,43
1632,37
1633,44
1634,20
1635,22
1636,21
1637,27
1638,44
1639,11
1640,36
1641,34
1642,36
1643,21
1644,22
1645,21
1646,11
1647,12
1648,36
1649,15
1650,28
1651,20
1652,39
1653,40
1654,37
1655,12
1656,44
1657,51
1658,15
1659,10
1660,21
1661,43
1662,37
1663,41
1664,11
1665,10
1666,29
1667,26
1668,22
1669,26
1670,43
1671,32
1672,13
1673,12
1674,13
1675,27
1676,12
1677,12
1678,49
1679,26
1680,12
1681,20
1682,18
1683,29
1684,43
1685,26
1686,11
1687,36
1688,12
1689,13
1690,32
1691,45
1692,27
1693,28
1694,49
1695,27
1696,21
1697,22
1698,20
1699,21
1700,13
1701,27
1702,22
1703,22
1704,23
1705,27
1706,35
1707,31
1708,48
1709,37
1710,20
1711,27
1712,31
1713,14
1714,36
1715,20
1716,32
1717,30
1718,11
1719,32
1720,13
1721,25
1722,11
1723,19
1724,44
1725,21
1726,23
1727,64
1728,12
1729,13
1730,39
1731,24
1732,19
1733,22
1734,12
1735,25
1736,12
1737,18
1738,11
1739,21
1740,20
1741,25
1742,29
1743,10
1744,21
1745,20
1746,10
1747,50
1748,35
1749,35
1750,12
1751,27
1752,41
1753,21
1754,31
1755,50
1756,18
1757,53
1758,21
1759,20
1760,46
1761,13
1762,21
1763,13
1764,34
1765,10
1766,34
1767,10
1768,51
1769,5
1770,33
1771,12
1772,12
1773,13
1774,32
1775,12
1776,31
1777,37
1778,13
1779,30
1780,56
1781,12
1782,19
1783,38
1784,19
1785,19
1786,12
1787,31
1788,24
1789,28
1790,24
1791,13
1792,40
1793,13
1794,21
1795,21
1796,20
1797,35
1798,41
1799,22
1800,17
1801,27
1802,30
1803,13
1804,36
1805,27
1806,21
1807,20
1808,32
1809,27
1810,21
1811,26
1812,39
1813,39
1814,24
1815,12
1816,38
1817,12
1818,11
1819,21
1820,12
1821,51
1822,12
1823,25
1824,32
1825,27
1826,12
1827,30
1828,12
1829,27
1830,31
1831,48
1832,13
1833,13
1834,31
1835,14
1836,11
1837,27
1838,25
1839,27
1840,12
1841,25
1842,30
1843,31
1844,12
1845,20
1846,31
1847,31
1848,38
1849,19
1850,21
1851,41
1852,12
1853,27
1854,12
1855,21
1856,13
1857,30
1858,43
1859,18
1860,26
1861,37
1862,27
1863,30
1864,36
1865,27
1866,26
1867,12
1868,10
1869,21
1870,27
1871,28
1872,11
1873,26
1874,14
1875,13
1876,21
1877,50
1878,14
1879,11
1880,19
1881,19
1882,27
1883,22
1884,22
1885,12
1886,14
1887,43
1888,31
1889,11
1890,50
1891,19
1892,19
1893,21
1894,12
1895,21
1896,19
1897,27
1898,12
1899,40
1900,38
1901,22
1902,31
1903,49
1904,37
1905,32
1906,27
1907,41
1908,22
1909,15
1910,13
1911,11
1912,12
1913,32
1914,27
1915,36
1916,22
1917,29
1918,45
1919,29
1920,11
1921,12
1922,20
1923,27
1924,35
1925,31
1926,21
1927,21
1928,11
1929,33
1930,13
1931,12
1932,38
1933,30
1934,41
1935,44
1936,50
1937,41
1938,12
1939,26
1940,22
1941,11
1942,20
1943,45
1944,19
1945,43
1946,13
1947,24
1948,13
1949,37
1950,25
1951,31
1952,27
1953,25
1954,14
1955,29
1956,42
1957,20
1958,13
1959,53
1960,12
1961,12
1962,21
1963,27
1964,46
1965,26
1966,12
1967,10
1968,21
1969,27
1970,20
1971,12
1972,10
1973,12
1974,37
1975,11
1976,18
1977,31
1978,19
1979,27
1980,12
1981,18
1982,33
1983,31
1984,41
1985,37
1986,49
1987,42
1988,22
1989,27
1990,11
1991,39
1992,21
1993,17
1994,13
1995,12
1996,20
1997,47
1998,13
1999,12
2000,32
2001,91
2002,21
2003,23
2004,18
2005,11
2006,13
2007,36
2008,11
2009,37
2010,13
2011,37
2012,45
2013,22
2014,15
2015,12
2016,25
2017,41
2018,12
2019,28
2020,56
2021,24
2022,34
2023,19
2024,19
2025,15
2026,28
2027,32
2028,7
2029,36
2030,27
2031,21
2032,28
2033,39
2034,13
2035,22
2036,18
2037,32
2038,31
2039,19
2040,21
2041,19
2042,22
2043,12
2044,27
2045,30
2046,20
2047,48
2048,31
2049,26
2050,22
2051,14
2052,13
2053,27
2054,26
2055,41
2056,20
2057,31
2058,10
2059,32
2060,38
2061,12
2062,25
2063,11
2064,19
2065,41
2066,41
2067,21
2068,22
2069,30
2070,13
2071,13
2072,23
2073,12
2074,12
2075,13
2076,29
2077,26
2078,36
2079,13
2080,35
2081,27
2082,32
2083,41
2084,45
2085,30
2086,21
2087,19
2088,34
2089,12
2090,27
2091,38
2092,32
2093,40
2094,12
2095,13
2096,3
2097,31
2098,26
2099,22
2100,20
2101,14
2102,12
2103,19
2104,32
2105,11
2106,12
2107,32
2108,20
2109,11
2110,45
2111,32
2112,29
2113,12
2114,13
2115,14
2116,21
2117,19
2118,44
2119,13
2120,14
2121,28
2122,34
2123,21
2124,38
2125,40
2126,31
2127,35
2128,19
2129,22
2130,20
2131,14
2132,22
2133,37
2134,38
2135,31
2136,49
2137,19
2138,38
2139,15
2140,13
2141,37
2142,28
2143,18
2144,12
2145,15
2146,11
2147,26
2148,30
2149,15
2150,13
2151,34
2152,25
2153,35
2154,22
2155,38
2156,11
2157,27
2158,32
2159,22
2160,41
2161,12
2162,21
2163,11
2164,18
2165,14
2166,19
2167,40
2168,41
2169,14
2170,35
2171,12
2172,26
2173,26
2174,13
2175,19
2176,26
2177,25
2178,48
2179,37
2180,13
2181,12
2182,37
2183,39
2184,27
2185,11
2186,22
2187,44
2188,11
2189,20
2190,13
2191,13
2192,21
2193,20
2194,21
2195,35
2196,24
2197,28
2198,13
2199,28
2200,12
2201,32
2202,26
2203,23
2204,51
2205,29
2206,19
2207,69
2208,39
2209,23
2210,28
2211,40
2212,26
2213,44
2214,36
2215,12
2216,69
2217,20
2218,35
2219,22
2220,11
2221,30
2222,34
2223,47
2224,51
2225,13
2226,26
2227,35
2228,22
2229,48
2230,29
2231,28
2232,57
2233,27
2234,21
2235,45
2236,46
2237,13
2238,20
2239,23
2240,26
2241,47
2242,12
2243,39
2244,12
2245,35
2246,14
2247,38
2248,20
2249,52
2250,27
2251,27
2252,21
2253,12
2254,12
2255,49
2256,19
2257,11
2258,23
2259,20
2260,25
2261,26
2262,27
2263,11
2264,48
2265,14
2266,20
2267,31
2268,39
2269,14
2270,26
2271,28
2272,21
2273,49
2274,32
2275,11
2276,21
2277,13
2278,18
2279,13
2280,20
2281,20
2282,13
2283,38
2284,15
2285,13
2286,13
2287,22
2288,32
2289,10
2290,73
2291,32
2292,10
2293,38
2294,25
2295,26
2296,30
2297,26
2298,13
2299,41
2300,27
2301,27
2302,21
2303,38
2304,26
2305,26
2306,19
2307,20
2308,28
2309,19
2310,26
2311,49
2312,27
2313,18
2314,18
2315,19
2316,20
2317,45
2318,12
2319,32
2320,13
2321,11
2322,19
2323,34
2324,22
2325,27
2326,11
2327,27
2328,43
2329,19
2330,38
2331,30
2332,39
2333,32
2334,26
2335,11
2336,35
2337,25
2338,20
2339,20
2340,21
2341,20
2342,20
2343,10
2344,13
2345,26
2346,27
2347,20
2348,30
2349,21
2350,18
2351,27
2352,26
2353,22
2354,46
2355,40
2356,47
2357,16
2358,7
2359,33
2360,21
2361,14
2362,38
2363,42
2364,22
2365,32
2366,21
2367,26
2368,24
2369,12
2370,32
2371,50
2372,49
2373,13
2374,36
2375,23
2376,33
2377,21
2378,18
2379,20
2380,13
2381,15
2382,24
2383,12
2384,20
2385,19
2386,22
2387,22
2388,31
2389,20
2390,63
2391,35
2392,27
2393,40
2394,12
2395,26
2396,37
2397,25
2398,50
2399,27
2400,32
2401,28
2402,27
2403,13
2404,35
2405,39
2406,20
2407,27
2408,21
2409,37
2410,31
2411,32
2412,20
2413,21
2414,21
2415,21
2416,39
2417,12
2418,22
2419,19
2420,20
2421,36
2422,27
2423,21
2424,19
2425,40
2426,19
2427,9
2428,10
2429,13
2430,51
2431,34
2432,11
2433,40
2434,44
2435,57
2436,20
2437,9
2438,54
2439,12
2440,14
2441,13
2442,53
2443,20
2444,12
2445,11
2446,13
2447,43
2448,12
2449,52
2450,34
2451,25
2452,29
2453,12
2454,20
2455,14
2456,32
2457,13
2458,20
2459,20
2460,18
2461,45
2462,29
2463,13
2464,54
2465,13
2466,34
2467,31
2468,52
2469,21
2470,26
2471,12
2472,38
2473,12
2474,13
2475,21
2476,27
2477,12
2478,28
2479,12
2480,43
2481,28
2482,10
2483,26
2484,33
2485,25
2486,39
2487,54
2488,45
2489,13
2490,43
2491,21
2492,25
2493,23
2494,31
2495,20
2496,25
2497,42
2498,27
2499,27
2500,21
2501,16
2502,13
2503,20
2504,31
2505,12
2506,35
2507,20
2508,12
2509,14
2510,20
2511,38
2512,20
2513,20
2514,28
2515,21
2516,32
2517,22
2518,28
2519,11
2520,49
2521,27
2522,32
2523,27
2524,34
2525,46
2526,42
2527,31
2528,27
2529,45
2530,35
2531,23
2532,43
2533,36
2534,12
2535,23
2536,38
2537,27
2538,14
2539,21
2540,30
2541,20
2542,37
2543,34
2544,11
2545,10
2546,12
2547,11
2548,11
2549,31
2550,26
2551,10
2552,32
2553,31
2554,32
2555,12
2556,30
2557,27
2558,32
2559,19
2560,18
2561,33
2562,11
2563,37
2564,36
2565,26
2566,41
2567,14
2568,34
2569,34
2570,23
2571,40
2572,37
2573,45
2574,35
2575,20
2576,37
2577,5
2578,67
2579,50
2580,12
2581,30
2582,40
2583,72
2584,20
2585,35
2586,20
2587,11
2588,13
2589,26
2590,34
2591,43
2592,20
2593,12
2594,27
2595,20
2596,43
2597,12
2598,20
2599,54
2600,32
2601,36
2602,36
2603,29
2604,10
2605,12
2606,31
2607,24
2608,26
2609,13
2610,11
2611,40
2612,12
2613,20
2614,13
2615,38
2616,54
2617,35
2618,38
2619,12
2620,26
2621,33
2622,24
2623,12
2624,34
2625,31
2626,15
2627,32
2628,27
2629,27
2630,12
2631,30
2632,27
2633,47
2634,56
2635,11
2636,26
2637,13
2638,66
2639,20
2640,12
2641,35
2642,31
2643,27
2644,28
2645,14
2646,13
2647,24
2648,12
2649,12
2650,27
2651,18
2652,11
2653,39
2654,14
2655,36
2656,30
2657,13
2658,45
2659,51
2660,25
2661,40
2662,13
2663,13
2664,11
2665,27
2666,19
2667,22
2668,13
2669,29
2670,52
2671,21
2672,13
2673,26
2674,19
2675,33
2676,25
2677,20
2678,50
2679,10
2680,11
2681,26
2682,12
2683,20
2684,13
2685,53
2686,38
2687,37
2688,13
2689,43
2690,23
2691,13
2692,41
2693,20
2694,28
2695,13
2696,20
2697,26
2698,33
2699,18
2700,49
2701,50
2702,21
2703,22
2704,12
2705,32
2706,9
2707,11
2708,12
2709,21
2710,32
2711,27
2712,90
2713,28
2714,28
2715,45
2716,32
2717,31
2718,38
2719,21
2720,12
2721,22
2722,29
2723,21
2724,11
2725,39
2726,31
2727,53
2728,41
2729,11
2730,21
2731,13
2732,27
2733,34
2734,39
2735,41
2736,21
2737,36
2738,21
2739,26
2740,43
2741,10
2742,13
2743,31
2744,14
2745,26
2746,12
2747,35
2748,12
2749,11
2750,34
2751,11
2752,13
2753,11
2754,22
2755,17
2756,28
2757,12
2758,13
2759,11
2760,38
2761,28
2762,33
2763,44
2764,29
2765,22
2766,38
2767,27
2768,48
2769,30
2770,49
2771,13
2772,27
2773,12
2774,49
2775,30
2776,18
2777,26
2778,40
2779,35
2780,37
2781,68
2782,12
2783,20
2784,22
2785,11
2786,25
2787,27
2788,31
2789,10
2790,27
2791,19
2792,12
2793,41
2794,40
2795,46
2796,19
2797,36
2798,37
2799,66
2800,21
2801,21
2802,12
2803,30
2804,31
2805,20
2806,37
2807,43
2808,12
2809,11
2810,13
2811,25
2812,38
2813,12
2814,25
2815,31
2816,28
2817,40
2818,48
2819,36
2820,25
2821,14
2822,27
2823,32
2824,35
2825,35
2826,12
2827,35
2828,13
2829,38
2830,32
2831,23
2832,38
2833,19
2834,19
2835,20
2836,20
2837,39
2838,23
2839,33
2840,11
2841,29
2842,12
2843,32
2844,22
2845,32
2846,33
2847,19
2848,33
2849,20
2850,19
2851,41
2852,27
2853,11
2854,40
2855,11
2856,32
2857,15
2858,12
2859,13
2860,16
2861,21
2862,18
2863,28
2864,37
2865,41
2866,14
2867,27
2868,30
2869,25
2870,13
2871,12
2872,26
2873,33
2874,14
2875,21
2876,20
2877,45
2878,31
2879,21
2880,31
2881,10
2882,34
2883,12
2884,33
2885,37
2886,14
2887,23
2888,13
2889,25
2890,22
2891,49
2892,14
2893,50
2894,12
2895,26
2896,20
2897,28
2898,20
2899,13
2900,19
2901,12
2902,21
2903,32
2904,10
2905,13
2906,31
2907,32
2908,53
2909,11
2910,20
2911,37
2912,26
2913,11
2914,34
2915,22
2916,22
2917,22
2918,27
2919,21
2920,26
2921,26
2922,12
2923,38
2924,20
2925,21
2926,22
2927,38
2928,21
2929,39
2930,12
2931,11
2932,36
2933,26
2934,41
2935,15
2936,11
2937,21
2938,19
2939,22
2940,33
2941,21
2942,13
2943,17
2944,19
2945,21
2946,34
2947,21
2948,40
2949,39
2950,40
2951,23
2952,21
2953,52
2954,22
2955,31
2956,20
2957,17
2958,13
2959,11
2960,10
2961,30
2962,20
2963,12
2964,38
2965,21
2966,50
2967,12
2968,27
2969,19
2970,26
2971,44
2972,13
2973,40
2974,24
2975,29
2976,19
2977,30
2978,26
2979,19
2980,12
2981,26
2982,20
2983,35
2984,19
2985,30
2986,9
2987,32
2988,21
2989,20
2990,33
2991,28
2992,46
2993,29
2994,14
2995,11
2996,19
2997,16
